Timestamp,Plate_Text,Det_Conf,OCRxx_Conf
2025-06-08 01:59:59.781892,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 01:59:59.781892,80752GJR,0.6360996961593628,0.4942012493042992
2025-06-08 01:59:59.923343,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 01:59:59.923343,80752GJR,0.6360996961593628,0.4942012493042992
2025-06-08 02:00:00.052656,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 02:00:00.053657,80752GJR,0.6360996961593628,0.4942012493042992
2025-06-08 02:00:00.132918,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 02:00:00.132918,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.287120,02835BSY,0.6262247562408447,0.6292365540252322
2025-06-08 02:00:00.288129,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 02:00:00.288129,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.378953,U2835BSY,0.6674279570579529,0.7625827904233227
2025-06-08 02:00:00.378953,8589BXT,0.5902788043022156,0.8540912131418568
2025-06-08 02:00:00.379951,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.471797,U2835BSY,0.6674279570579529,0.7625827904233227
2025-06-08 02:00:00.471797,8589BXT,0.5512562394142151,0.8753595363067305
2025-06-08 02:00:00.471797,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.544640,U2835BSY,0.6674279570579529,0.7625827904233227
2025-06-08 02:00:00.544640,8589BXT,0.5512562394142151,0.8753595363067305
2025-06-08 02:00:00.544640,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.622655,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.622655,8589BXT,0.5587542653083801,0.9802195304570577
2025-06-08 02:00:00.622655,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.688933,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.688933,8589BXT,0.5587542653083801,0.9802195304570577
2025-06-08 02:00:00.688933,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.765652,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.765652,8589BXT,0.5587542653083801,0.9802195304570577
2025-06-08 02:00:00.765652,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.845908,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.845908,8589BXT,0.5732702016830444,0.99802464017702
2025-06-08 02:00:00.846913,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.925387,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.926393,8589BXT,0.5732702016830444,0.99802464017702
2025-06-08 02:00:00.926393,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:00.992237,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:00.992237,8589BXT,0.5732702016830444,0.99802464017702
2025-06-08 02:00:00.992237,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:01.072510,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:01.072510,8589BXT,0.5732702016830444,0.99802464017702
2025-06-08 02:00:01.072510,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:01.141026,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:01.141026,8589BXT,0.5857362747192383,0.9990003226208268
2025-06-08 02:00:01.141026,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:01.204355,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:01.204355,8589BXT,0.5857362747192383,0.9990003226208268
2025-06-08 02:00:01.205360,1QOZ526JR,0.6436452269554138,0.6673285234402535
2025-06-08 02:00:01.274498,2835BSY,0.6367564797401428,0.9988934337186561
2025-06-08 02:00:01.274498,8589BXT,0.5857362747192383,0.9990003226208268
